"species_latin","species","name","early ripens","late ripens","origin_year","City 1","County 1","State 1","country","uses"
"Malus domestica","Apple","Langdon","Late July","September",1896,,"Greene County","TN","United States",
"Malus domestica","Apple","Lawson's Seedling","late September","October",1995,"Lawsonville",,"NC","United States",
"Malus domestica","Apple","Lawver","September","October",1865,,,"IL","United States","sp"
"Malus domestica","Apple","Leather Coat","September","October",,,"Wilkes County","NC","United States",
"Malus domestica","Apple","Levering Limbertwig",,,,"Ararat",,"VA","United States",
"Malus domestica","Apple","Lewis Green","August","September",1877,,"Watauga County","NC","United States",
"Malus domestica","Apple","Little Benny","August","August",1995,"Grantsboro",,"NC","United States","p"
"Malus domestica","Apple","Liveland Raspberry","July","July",1883,,,,"Lithuania","f"
"Malus domestica","Apple","Longfield","August","September",1883,,,,"Russian Federation",
"Malus domestica","Apple","Long Stem","July","July",1867,,"Rockingham County","VA","United States","f"
"Malus domestica","Apple","Lonnie's Summer Giant","July","August",1996,"Dunnville",,"KY","United States",
"Malus domestica","Apple","Lowell","August","October",1858,,,,"United States","fp"
"Malus domestica","Apple","Lowry","September","October",1850,"Afton",,"VA","United States","fs"
"Malus domestica","Apple","Lugar Red","September","September",,,"Craig County","VA","United States",
"Malus domestica","Apple","Magnum Bonum","September","September",1828,,"Davidson County","NC","United States","f"
"Malus domestica","Apple","Maiden's Blush","July","August",1817,"Burlington",,"NJ","United States","p"
"Malus domestica","Apple","Mann ","October","October",1850,"Granby",,"NY","United States","fsp"
"Malus domestica","Apple","Mary Reid","August","August","early 1900s",,"Caswell County","NC","United States",
"Malus domestica","Apple","Mattamuskeet","September","October",1853,,"Hyde County","NC","United States","sp"
"Malus domestica","Apple","May","May","June","middle ages",,,,,"p"
"Malus domestica","Apple","McIntosh","September","September",1820,,,"Ontario","Canada","f"
"Malus domestica","Apple","McLean","August","September",,,"Iredell County","NC","United States",
"Malus domestica","Apple","Means Seedling","September","October","mid 1900s","Dunnville",,"KY","United States","fs"
"Malus domestica","Apple","Milam","September","October",1749,,"Madison County","VA","United States","s"
"Malus domestica","Apple","Miles Stadler","September","September","Early 1900s",,"Stokes County",,"United States",
"Malus domestica","Apple","Mississippi Pippin","September","September","pre-civil war","Buckeye",,"WV","United States",
"Malus domestica","Apple","Missouri Pippin","October","November",1854,,"Johnson County","MO","United States","fs"
"Malus domestica","Apple","Mitchell","October","November","late 1800s",,"Logan County","WV","United States","fp"
"Malus domestica","Apple","Mitchell Sweet","late August","September","late 1800s",,"Alexander County","NC","United States",
"Malus domestica","Apple","Mongolian","September","September","early 1900s",,"Wilkes County","NC","United States",
"Malus domestica","Apple","Morgan's Christmas","September","September",1880,"Otter Creek",,"NC","United States",
"Malus domestica","Apple","Mother","August","September","early 1800s","Bolton",,"MA","United States","fy"
"Malus domestica","Apple","Mother Bud","August","September",,,"Avery County","NC","United States","fp"
"Malus domestica","Apple","Mountain Beauty","December","January",1855,"Keswick Depot",,"VA","United States",
"Malus domestica","Apple","Mountain Boomer","August","September",1900,,,"VA","United States","f"
"Malus domestica","Apple","Mountain Rose","September","September",,,"Wilkes County","NC","United States",
"Malus domestica","Apple","Mrs. Bryan","August","September","1870s","Dillon",,"GA","United States",
"Malus domestica","Apple","Munson Sweet","August","August",1849,,,"MA","United States",
"Malus domestica","Apple","Muskmelon Sweet","late September","October","early 1900s","Fries",,"VA","United States","f"
"Malus domestica","Apple","Myersâ€™ Royal Limbertwig",,,,,,,"United States","fy"
"Malus domestica","Apple","Newtown Pippin","October","October",1666,"Long Island",,"NY","United States","fsyp"
"Malus domestica","Apple","Nickajack","October","October",1858,,"Macon County","NC","United States","s"
"Malus domestica","Apple","North Carolina Keeper","September","October",1886,,"Davidson County","NC","United States","s"
"Malus domestica","Apple","Northern Spy","October","October",1800,"East Bloomsfield",,"NY","United States","fsp"
"Malus domestica","Apple","Northwestern Greening","October","October",1872,,"Waupaca County","WI","United States","sp"
"Malus domestica","Apple","Notley P. No.1","October","November",1855,"Spruce Pines",,"NC","United States","f"
"Malus domestica","Apple","Old English Milam","August","August","Early 1900s","Shenandoah",,"VA","United States",
"Malus domestica","Apple","Oliver","September","October","early 1800s",,"Washington County","AR","United States","fs"
"Malus domestica","Apple","Old Fashioned Limbertwig",,,,,,,"United States","fsyp"
"Malus domestica","Apple","Ooten","late August","late August",1895,,"Mingo County","WV","United States","fp"
"Malus domestica","Apple","Opalescent","August","September","1800s",,"Barry County","MI","United States","f"
"Malus domestica","Apple","Ophir","August","September","early 1900s","Ophir",,"NC","United States","fp"
"Malus domestica","Apple","Ortley","October","October",1817,,,"NJ","United States",
"Malus domestica","Apple","Ozark Beauty","August","September",1970,"Missouri",,,"United States","f"
"Malus domestica","Apple","Parks' Pippin","mid September","mid September","mid 1800s",,"Gilmer County","GA","United States","yp"
"Malus domestica","Apple","Parmer","July","August",,,,"VA","United States","yp"
"Malus domestica","Apple","Paw","early September","early September","early 1900s","Taylorsville",,"NC","United States",
"Malus domestica","Apple","Pennock","October","October",1817,,"Delaware County","PA","United States","s"
"Malus domestica","Apple","Perkins","September","October",,"Statesville",,"NC","United States",
"Malus domestica","Apple","Perry Russet","late September","October","early 1800s","New York",,,"United States","f"
"Malus domestica","Apple","Pewaukee","October","November",1870,"Pewaukee",,"WI","United States","s"
"Malus domestica","Apple","Phifer","August","September","1800s","Statesville",,"NC","United States",
"Malus domestica","Apple","Pilot","October","October",1830,,"Nelson County","VA","United States","fsp"
"Malus domestica","Apple","Pineapple","late September","late September","1900s",,,,"United States",
"Malus domestica","Apple","Pinky","August","October","end of Civil War",,"Cabarrus County","NC","United States",
"Malus domestica","Apple","Polly Eades","July","August",1884,"Robards",,"KY","United States",
"Malus domestica","Apple","Polly Sweet","late July","August",1915,"Canton",,"NC","United States",
"Malus domestica","Apple","Pomme Grise","August","September",1858,"Canada",,,"United States","f"
"Malus domestica","Apple","Porter","August","September",1800,"Sherburne",,"MA","United States","fp"
"Malus domestica","Apple","Potomac","late September","late September",1962,"Wallingford",,"KY","United States","s"
"Malus domestica","Apple","Potts","September","September",,"Brushy Mountains",,"NC","United States","y"
"Malus domestica","Apple","Pound","late August","September","1920s","Collinsville",,"AL","United States",
"Malus domestica","Apple","Primate","July","August",1900,"Blacksburg",,"VA","United States","f"
"Malus domestica","Apple","Prissy Gum","August","August","late 1700s","Vanderpool",,"VA","United States","p"
"Malus domestica","Apple","Pryor's Red","October","October",1775,,"Botetourt County","VA","United States","fs"
"Malus domestica","Apple","Pumpkin Sweet","August","August",1834,"Manchester",,"CT","United States","p"
"Malus domestica","Apple","Queen","September","September",,,,"KY","United States","f"
"Malus domestica","Apple","Rabun Bald","September","October",1890,"Clayton",,"GA","United States","f"
"Malus domestica","Apple","Rainbow","August","September",1898,,,"MO","United States",
"Malus domestica","Apple","Ralls Janet","October","October","1790s",,"Amherst County","VA","United States","fsy"
"Malus domestica","Apple","Rambo","September","October",1640,,,"DE","United States","f"
"Malus domestica","Apple","Rattle Core","July","July",1869,,,"NC","United States",
"Malus domestica","Apple","Rawley","September","September","early 1800s",,"Scott County","VA","United States",
"Malus domestica","Apple","Reasor Green","November","November",1887,,"Lee County","VA","United States","fs"
"Malus domestica","Apple","Rebel","September","September",1850,,"Rappahannock County","VA","United States","f"
"Malus domestica","Apple","Red Astrachan","June","July",1835,,,,"Russian Federation","p"
"Malus domestica","Apple","Red Bietigheimer","August","September",1880,,,,"Germany","p"
"Malus domestica","Apple","Red Canada","September","October",1822,,,"MA","United States","fs"
"Malus domestica","Apple","Red Cathead","September","October",1853,,,"VA","United States",
"Malus domestica","Apple","Red Cheese","July","early August",1853,,,"NC","United States","p"
"Malus domestica","Apple","Red Delight","September","October",1960,"Sylacauga",,"AL","United States","f"
"Malus domestica","Apple","Red Detroit","late August","September","early 1900s",,,"GA","United States","p"
"Malus domestica","Apple","Red Hackworth","August","September",1900,,"Morgan County","AL","United States",
"Malus domestica","Apple","Red Limbertwig","October",,,,,,"United States","s"
"Malus domestica","Apple","Red Rebel","August","September","1930s","Wedowee",,"AL","United States",
"Malus domestica","Apple","Red Reese","early October","early October",1911,,"Randolph County","AL","United States",
"Malus domestica","Apple","Red Royal Limbertwig","September","October",,,,,"United States","f"
"Malus domestica","Apple","Red Winter Sweet","October","October",1870,,,"VA","United States",
"Malus domestica","Apple","Regent","September","October",1924,"Minnesota",,,"United States","fs"
"Malus domestica","Apple","Republican Pippin","September","September",1855,,"Lycoming County","PA","United States","p"
"Malus domestica","Apple","Reverend Morgan","August","August",1972,"Houston",,"TX","United States",
"Malus domestica","Apple","Rexrode Beauty","October","October",1993,"Buckhannon",,"WV","United States",
"Malus domestica","Apple","Rhode Island Greening","September","October",1700,"Newport",,"RI","United States","fsp"
"Malus domestica","Apple","Roanoke","September","September",1967,"Blacksburg",,"VA","United States",
"Malus domestica","Apple","Robertson Red","October","October","1870s",,"Robertson County","TN","United States","s"
"Malus domestica","Apple","Rock River Limbertwig",,,,,,,"United States",
"Malus domestica","Apple","Roman Stem","September","September",1868,,,"NJ","United States","f"
"Malus domestica","Apple","Rome Beauty","September","October",1846,"Rome",,"OH","United States","sp"
"Malus domestica","Apple","Rose Limbertwig",,,,,,,"United States",
"Malus domestica","Apple","Roxbury Russet","September","October",1649,"Roxbury",,"MA","United States","fsy"
"Malus domestica","Apple","Royal Limbertwig","Early October","Early October",,,,,"United States","fp"
"Malus domestica","Apple","Rusty Coat","late July","late July",,,,"NC","United States",
"Malus domestica","Apple","Sally Gray","late July","August",1763,,,"VA","United States","p"
"Malus domestica","Apple","Salome","October","October",1853,"Ottowa",,"IL","United States","fs"
"Malus domestica","Apple","Sam Apple","July","August","late 1800s","Eastanollee",,"GA","United States","f"
"Malus domestica","Apple","Sam Hunt","September","October",1929,"Jackson",,"MS","United States",
"Malus domestica","Apple","Sam Whitson","September","September","late 1800s",,"Mitchell County","NC","United States","p"
"Malus domestica","Apple","San Jacinto","July","July",1900,"Augusta",,"GA","United States","f"
"Malus domestica","Apple","Schell","August","September",1839,"Maysville",,"WV","United States",
"Malus domestica","Apple","Schumacher","late July","August","late 1700s",,,,"Germany",
"Malus domestica","Apple","Scott's Winter","September","October",1864,,"Newport","VT","United States","fs"
"Malus domestica","Apple","Sheepnose","August","August","1870s",,,"VA","United States","f"
"Malus domestica","Apple","Shell","July","July","late 1800s","Brewton",,"AL","United States","fyp"
"Malus domestica","Apple","Shenandoah","September","September",1942,"Blacksburg",,"VA","United States","p"
"Malus domestica","Apple","Sherrill","October","November",1902,"Newton",,"NC","United States",
"Malus domestica","Apple","Shockley","October","October",1852,,"Jackson County","GA","United States","fsyp"
"Malus domestica","Apple","Short Core","October","October",1850,"Berea",,"KY","United States","fs"
"Malus domestica","Apple","Sine Qua Non","July","July",1831,"Long Island",,"NY","United States",
"Malus domestica","Apple","Slabside","August","August",2009,,,"NC","United States","f"
"Malus domestica","Apple","Slope","October","October",1920,"Hays",,"NC","United States",
"Malus domestica","Apple","Smith Seedling","September","October","before Civil War",,"Stokes County","NC","United States","fsp"
"Malus domestica","Apple","Smith's Cider","October","October",1776,,"Bucks County","PA","United States","fyp"
"Malus domestica","Apple","Smith's Seedling of Mississippi","July","July",1874,"Woodville",,"MS","United States",
"Malus domestica","Apple","Smokehouse","August","September",1836,"Lancaster",,"PA","United States","fp"
"Malus domestica","Apple","Snuff","October","October","early 1900s ",,"Yancey County","NC","United States",
"Malus domestica","Apple","Sops of Wine","late June","July",1871,"England",,,"United States",
"Malus domestica","Apple","Sour June","July","July",1833,"Beaufort",,"NC","United States","p"
"Malus domestica","Apple","Sparger","late September","October","1800s","Mount Airy",,"NC","United States","sp"
"Malus domestica","Apple","Spotted Pippin","August","September","early 1900s","Bakersville",,"NC","United States",
"Malus domestica","Apple","St. Clair","mid July","late July",1947,,"St. Clair County","IL","United States","f"
"Malus domestica","Apple","Stafford","early July","early July",1853,"Greensboro",,"NC","United States",
"Malus domestica","Apple","Stark","September","September",1869,,"Stark County","OH","United States","fs"
"Malus domestica","Apple","Starr","late June","July",1878,,,"NJ","United States","p"
"Malus domestica","Apple","Stayman","October","October",1866,"Leavenworth",,"KS","United States","fp"
"Malus domestica","Apple","Striped Early Harvest","late July","late July",2000,"Roaring River",,"NC","United States","f"
"Malus domestica","Apple","Striped June","June","June",,"Chattanooga",,"TN","United States",
"Malus domestica","Apple","Stump","September","September",1875,"Chili",,"NY","United States","f"
"Malus domestica","Apple","Stump the World","October","October",1905,"Powells Station",,"TN","United States",
"Malus domestica","Apple","Sugar Apple","October","October",,,,"NC","United States","f"
"Malus domestica","Apple","Sugar Loaf Pippin","July","September",1824,,,,"United Kingdom of Great Britian and Northern Ireland",
"Malus domestica","Apple","Sulser Red","September","October",1996,,,"WV","United States","f"
"Malus domestica","Apple","Summer Banana","September","September",1890,,"Marion County","SC","United States","f"
"Malus domestica","Apple","Summer Champion","August","August",1921,"Weatherford",,"TX","United States",
"Malus domestica","Apple","Summer Cheese","August","September","mid 1900s","Traphill",,"NC","United States",
"Malus domestica","Apple","Summer King","late July","August",1807,,,"NC","United States","f"
"Malus domestica","Apple","Summer Ladyfinger","mid July","mid July",1994,"Fries",,"VA","United States",
"Malus domestica","Apple","Summer Limbertwig","August","September",,"Greensboro",,"NC","United States",
"Malus domestica","Apple","Summer Pippin","July","September",,,,"NY","United States","fp"
"Malus domestica","Apple","Summer Pound Royal ","July","August",,,,,"United States",
"Malus domestica","Apple","Summer Queen","July","August",1791,,,"NJ","United States","fp"
"Malus domestica","Apple","Summer Rambo","August","September","1600s",,,,"France","fp"
"Malus domestica","Apple","Summer Rose","July","July",1806,,,"NJ","United States","f"
"Malus domestica","Apple","Sunday Sweet","late July","August",1867,,,"IL","United States","fp"
"Malus domestica","Apple","Sutton Beauty","August","September",1757,,"Sutton","MA","United States","f"
"Malus domestica","Apple","Swaar","October","October","1700s",,,"NY","United States","fs"
"Malus domestica","Apple","Sweet Bough","late July","late July",1817,,,,"United States","fp"
"Malus domestica","Apple","Sweet Dixon","September","September","early 1900s",,"Watauga County","NC","United States",
"Malus domestica","Apple","Sweet Lannie","July","August",1996,"Max Meadows",,"VA","United States",
"Malus domestica","Apple","Sweet Limbertwig","September","October","Pre 1860",,"Warren County","TN","United States",
"Malus domestica","Apple","Sweet Russet","July","August",1989,"Burnsville",,"NC","United States",
"Malus domestica","Apple","Sweet Winesap","September","September",1900,"PA",,,"United States","fs"
"Malus domestica","Apple","Swiss Limbertwig",,,,"Cumberland Mountains",,"TN","United States",
"Malus domestica","Apple","Taliafero","late September","late September","1800s",,"Gloucester County","VA","United States","y"
"Malus domestica","Apple","Tanner's Winter","October","October","1800s","Warsaw",,"NC","United States","f"
"Malus domestica","Apple","Tanyard Seedling","October","October",,,,"GA","United States",
"Malus domestica","Apple","Tarbutton","August","August","1800s","Cherry Grove",,"GA","United States","fp"
"Malus domestica","Apple","Taylor Sweet","August","August",1900,,"Yancey County","NC","United States",
"Malus domestica","Apple","Ten Ounce","September","October","1930s",,"Wilkes County","NC","United States",
"Malus domestica","Apple","Tenderskin","October","October",1858,,,"SC","United States","fyp"
"Malus domestica","Apple","Terry Winter","October","November","before Civil War",,"Fulton County","GA","United States","fs"
"Malus domestica","Apple","Tetofsky","June","July",1835,,,,"Russian Federation","p"
"Malus domestica","Apple","Thompson of Mississippi","July","August","early 1900s","Jackson",,"MS","United States","p"
"Malus domestica","Apple","Tolman Sweet","September","September",1822,,,,"United States","yp"
"Malus domestica","Apple","Tom Jones Seedling","late August","late August","mid 1900s","Asheville",,"NC","United States","fp"
"Malus domestica","Apple","Tommy","August","September","mid 1800s","Martha",,"NC","United States",
"Malus domestica","Apple","Tompkins King","September","September",1804,,"Warren County","NJ","United States","f"
"Malus domestica","Apple","Tony Apple","September","October",1863,,"Cabarrus County","NC","United States","p"
"Malus domestica","Apple","Tucker","July","early September","early 1900s","Greensboro",,"NC","United States","f"
"Malus domestica","Apple","Turley Winesap","September","October",1910,"Orleans",,"IN","United States","p"
"Malus domestica","Apple","Twenty Ounce","August","September","early 1800s",,,"NY","United States","p"
"Malus domestica","Apple","Vandevere","September","October",1653,"Wilmington",,"DE","United States","fsyp"
"Malus domestica","Apple","Vandever June","July","August","late 1800s","Statesville",,"NC","United States",
"Malus domestica","Apple","Vanhoy","October","October","early 1800s",,"Forsyth County","NC","United States","fs"
"Malus domestica","Apple","Vine","October","October",1895,,"Patrick County","VA","United States","s"
"Malus domestica","Apple","Virginia Beauty","September","October",1810,,"Carroll County","VA","United States","fs"
"Malus domestica","Apple","Virginia Greening","late September","October","1700s",,,"VA","United States",
"Malus domestica","Apple","Walter Tibbs","September","October",,"Mountain Grove",,"VA","United States",
"Malus domestica","Apple","Watermelon","September","September",,,"Haywood County","NC","United States",
"Malus domestica","Apple","Wealthy","August","August",1860,"Excelsior",,"MN","United States",
"Malus domestica","Apple","Western Beauty","August","August",1815,"Marietta",,"PA","United States","f"
"Malus domestica","Apple","White Winter Pearmain","September","October",1853,,,"IN","United States","fs"
"Malus domestica","Apple","Williams Favorite","July","July",1750,"Roxbury",,"MA","United States",
"Malus domestica","Apple","Willow Twig","October","October",1845,,,"VA","United States",
"Malus domestica","Apple","Wilson June","July","August",1865,,,"AR","United States",
"Malus domestica","Apple","Wine","October","October",1817,,,"DE","United States",
"Malus domestica","Apple","Winesap","September","October",1800,,,"NJ","United States","fsy"
"Malus domestica","Apple","Winter Banana","September","September",1876,,"Cass County","IN","United States","f"
"Malus domestica","Apple","Winter Cheese","October","October",1853,,"Bunswick County","VA","United States",
"Malus domestica","Apple","Winter Jon","late October","November",,,,,"United States","yp"
"Malus domestica","Apple","Winter May","October","October",1910,"Statesville",,"NC","United States",
"Malus domestica","Apple","Winter Sweet Paradise","September","September",1842,"Paradise",,"PA","United States","fs"
"Malus domestica","Apple","Wolf River","September","September",1856,"Fremont",,"WI","United States","p"
"Malus domestica","Apple","World's Best","August","August",1900,"Robbinsville",,"NC","United States",
"Malus domestica","Apple","Wrixparent","June","June",1920,"Magnolia",,"DE","United States",
"Malus domestica","Apple","Yankee Sweet","August","September",1990,,"Floyd County","VA","United States","p"
"Malus domestica","Apple","Yates","October","November",1844,,"Fayette County","GA","United States","sy"
"Malus domestica","Apple","Yellow Bellflower","September","September",1817,"Burlington",,"NJ","United States","yp"
"Malus domestica","Apple","Yellow Hardin","August","September",2002,,"Wilkes County","NC","United States","y"
"Malus domestica","Apple","Yellow June ","late June","July",1845,,,,"United States",
"Malus domestica","Apple","Yellow Potts","late August","late August","1900s","Taylorsville",,"NC","United States",
"Malus domestica","Apple","Yellow Transparent","June","July","1800s",,,,"Russian Federation","p"
"Malus domestica","Apple","York Imperial","September","October",1820,"York",,"PA","United States","fp"
